Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,39.13923,35.68055,29.79125,27.72862,10.70414,0,15,15,0,0
2,37.27451,35.01032,26.66866,26.07462,14.97072,0,15,15,0,0
3,41.99309,39.61258,26.65185,26.05825,11.85762,0,15,15,0,0
4,40.69983,37.36667,30.35266,28.48851,9.303749,0,15,15,0,0
All,159.1067,147.6701,113.4644,108.35,46.83623,0,60,60,0,0
