Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,51.58897,48.75249,29.00449,28.4254,6.977341,0,15,11,15,11
2,52.73058,48.55653,28.03687,27.37456,11.48863,0,17,15,15,15
3,41.08502,38.67068,27.76918,27.31181,11.59983,0,15,0,15,0
4,40.83505,37.52936,29.0365,28.28556,7.282642,0,15,2,15,2
All,186.2396,173.5091,113.847,111.3973,37.34845,0,62,28,60,28
