Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,60.70593,58.76636,30.43849,30.26062,4.179053,0,15,15,15,15
2,50.7926,48.32022,27.96254,27.30567,7.01215,0,15,15,15,15
3,60.69339,58.69427,26.89765,26.68994,6.002306,0,15,15,15,15
4,61.90253,58.85278,32.07603,31.2908,5.803926,0,15,15,15,15
All,234.0945,224.6336,117.3747,115.547,22.99744,0,60,60,60,60
