Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,55.16184,52.61498,29.66028,29.15503,4.221267,0,15,5,15,5
2,53.834,52.58157,27.14162,26.92596,4.759135,0,15,15,3,3
3,42.05287,39.99098,25.34963,24.87845,6.24026,0,15,0,15,0
4,48.79651,46.20496,32.88501,31.78983,3.949955,0,15,4,15,4
All,199.8452,191.3925,115.0365,112.7493,19.17062,0,60,24,48,12
