Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,56.26763,54.15131,29.62398,29.18164,4.462761,0,15,15,0,0
2,50.36734,49.30186,26.52253,26.30802,5.159568,0,15,15,0,0
3,57.16779,55.57928,26.83254,26.56284,7.69802,0,15,15,0,0
4,54.25812,51.91827,34.13663,32.33842,3.919391,0,15,15,0,0
All,218.0609,210.9507,117.1157,114.3909,21.23974,0,60,60,0,0
