Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,31.64365,28.68385,29.21375,28.30451,6.700256,0,15,0,15,0
2,34.77646,28.89389,30.65587,26.45356,11.69186,0,15,0,15,0
3,37.61725,34.06302,27.71621,26.84996,14.40135,0,15,0,15,0
4,35.42984,31.27109,30.08439,28.39222,13.17959,0,15,0,15,0
All,139.4672,122.9118,117.6702,110.0003,45.97306,0,60,0,60,0
