Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,45.89809,43.85084,29.97737,29.52501,6.031982,0,15,15,0,0
2,46.91833,44.4157,28.6179,28.19901,10.96068,0,15,15,0,0
3,48.1479,46.78027,26.06481,25.88464,9.026105,0,15,15,0,0
4,45.70117,43.5943,29.23724,28.85378,10.27858,0,15,15,0,0
All,186.6655,178.6411,113.8973,112.4624,36.29735,0,60,60,0,0
