Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,26.2001,22.81866,29.87501,27.27196,15.61475,0,15,0,15,0
2,39.50345,33.14328,33.22215,29.20189,14.05318,1,16,0,15,0
3,31.20493,25.74451,32.11248,27.13563,23.37561,0,15,0,15,0
4,30.90927,26.58319,32.72873,29.03765,19.03837,0,15,0,15,0
All,127.8177,108.2896,127.9384,112.6471,72.08191,1,61,0,60,0
