Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,36.42322,34.47485,29.35683,29.09368,11.07993,0,15,0,15,0
2,50.39009,48.5047,26.51396,26.10294,10.57203,0,15,15,15,15
3,34.22049,31.96815,28.60312,27.73521,13.12549,0,15,0,15,0
4,39.72772,36.51123,32.12087,30.4023,9.39354,0,15,1,15,1
All,160.7615,151.4589,116.5948,113.3341,44.17099,0,60,16,60,16
