Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,46.17386,43.28726,30.79705,29.50385,12.67039,0,15,15,0,0
2,40.91817,37.6003,29.00678,27.18737,13.62088,0,15,15,0,0
3,37.44107,34.53813,26.4186,25.18956,10.79397,0,15,15,0,0
4,45.60065,41.05319,34.44698,31.49907,18.98252,0,16,15,0,0
All,170.1337,156.4789,120.6694,113.3799,56.06777,0,61,60,0,0
