Task,Time till Score,Handling Time,Distance till Score,Handling Distance,Precision,Errors,Grabs,Loose Grips,Firm Grips,Objects with Varied Grip
1,43.42058,40.84214,30.8653,30.01894,14.98125,0,15,0,15,0
2,42.51582,37.26665,29.03167,27.00103,9.320141,0,15,0,15,0
3,40.89604,35.14429,31.44175,27.91909,21.29549,0,15,0,15,0
4,39.26736,36.26308,31.52266,29.99878,13.84359,0,15,0,15,0
All,166.0998,149.5161,122.8614,114.9378,59.44047,0,60,0,60,0
